,Flow Duration,Total Fwd Packets,Total Backward Packets,Fwd Packets Length Total,Bwd Packets Length Total,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,ECE Flag Count,Down/Up Ratio,Avg Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init Fwd Win Bytes,Init Bwd Win Bytes,Fwd Act Data Packets,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
318407,44,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,181818.1818,45454.54545,44.0,0.0,44,44,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,24,20,22727.27273,22727.27273,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,1,5.0,2.0,6.0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,Port Scan
1558541,8875494,9,15,107,188,24,0,11.88888889,9.571369344,34,0,12.53333333,14.54975045,33.23758655,2.704074838,385891.0435,1002138.689,3100646,3,5732993,716624.125,1326186.93,2992724,259,8875360,633954.2857,1237017.437,3100646,3,0,296,488,1.014028064,1.690046774,0,34,11.8,12.655697,160.1666667,0,0,0,1,0,0,0,1,12.29166667,11.88888889,12.53333333,9,107,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,Brute Force
1439342,646,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,3095.975232,646.0,0.0,646,646,646,646.0,0.0,646,646,0,0.0,0.0,0,0,0,64,0,3095.975232,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,2,0,0,0,1439,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web-Attack
1554896,8201755,9,15,97,188,22,0,10.77777778,8.4820071,34,0,12.53333333,14.54975045,34.7486605,2.926202989,356598.0435,926267.9903,2910084,3,5505544,688193.0,1277058.151,2952798,3,8201647,585831.9286,1143391.99,2910084,3,0,296,488,1.097326121,1.828876868,0,34,11.4,12.40295664,153.8333333,0,0,0,1,0,0,0,1,11.875,10.77777778,12.53333333,9,97,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,Brute Force
1434076,5583116,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.716445798,1861038.667,3222674.821,5582263,114,5583116,2791558.0,3946652.86,5582263,853,0,0.0,0.0,0,0,0,104,40,0.537334349,0.17911145,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web-Attack
1437527,5312607,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.752926012,1770869.0,3066445.279,5311695,180,5312607,2656303.5,3755290.673,5311695,912,0,0.0,0.0,0,0,0,104,40,0.564694509,0.188231503,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web-Attack
1863795,12046103,23,32,1992,2745,640,0,86.60869565,136.2490164,976,0,85.78125,220.240592,393.2392077,4.565791941,223075.9815,616170.8215,2159031,3,9843306,447423.0,838865.9494,2201263,229,12000000,388580.9355,777418.7397,2159031,3,0,744,1032,1.909331175,2.656460766,0,976,84.58928571,186.8096529,34897.84643,0,0,0,1,0,0,0,1,86.12727273,86.60869565,85.78125,23,1992,32,2745,29200,247,16,32,0.0,0.0,0,0,0.0,0.0,0,0,Brute Force
101149,32999,3,6,26,11601,20,0,8.666666667,10.26320288,5840,0,1933.5,2189.772933,352344.0104,272.7355374,4124.875,8509.434301,23973,7,24029,12014.5,16981.16935,24022,7,32950,6590.0,10351.09627,24030,42,0,72,132,90.91184581,181.8236916,0,5840,1162.7,1911.59573,3654198.233,0,0,0,1,0,0,0,2,1291.888889,8.666666667,1933.5,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,(D)DOS
540979,66086,4,3,207,134,195,0,51.75,95.54187564,128,0,44.66666667,72.23111056,5159.943104,105.9225857,11014.33333,25925.20439,63930,38,66086,22028.66667,37307.94321,65105,38,64550,32275.0,44766.93032,63930,620,0,92,72,60.52719184,45.39539388,0,195,42.625,75.57576615,5711.696429,0,0,0,1,0,0,0,0,48.71428571,51.75,44.66666667,4,207,3,134,8192,237,3,20,0.0,0.0,0,0,0.0,0.0,0,0,Botnet
542678,64980,4,3,208,134,196,0,52.0,96.04165763,128,0,44.66666667,72.23111056,5263.157895,107.725454,10830.0,25561.90671,63005,36,64980,21660.0,36859.64644,64220,36,63622,31811.0,44114.97786,63005,617,0,92,72,61.55740228,46.16805171,0,196,42.75,75.86407017,5755.357143,0,0,0,1,0,0,0,0,48.85714286,52.0,44.66666667,4,208,3,134,8192,237,3,20,0.0,0.0,0,0,0.0,0.0,0,0,Botnet
310937,51,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,156862.7451,39215.68627,51.0,0.0,51,51,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,24,20,19607.84314,19607.84314,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,1,5.0,2.0,6.0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,Port Scan
1560288,8912051,9,15,113,188,29,0,12.55555556,10.66666667,34,0,12.53333333,14.54975045,33.77449254,2.692982794,387480.4783,1012026.441,3264606,3,5865347,733168.375,1370664.377,3307135,3,8911932,636566.5714,1250006.142,3264606,3,0,296,488,1.009868548,1.683114246,0,34,12.04,12.95016087,167.7066667,0,0,0,1,0,0,0,1,12.54166667,12.55555556,12.53333333,9,113,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,Brute Force
2063551,98357878,9,6,363,11595,363,0,40.33333333,121.0,7240,0,1932.5,2695.639126,121.5764334,0.152504307,7025562.714,26300000.0,98300000,1,98300000,12300000.0,34800000.0,98300000,1,39643,7928.6,12313.82204,28275,68,0,296,200,0.091502584,0.061001723,0,7240,747.375,1824.542824,3328956.517,0,0,0,0,1,0,0,0,797.2,40.33333333,1932.5,9,363,6,11595,251,235,1,32,1982.0,0.0,1982,1982,98300000.0,0.0,98300000,98300000,(D)DOS
336667,60,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,133333.3333,33333.33333,60.0,0.0,60,60,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,24,20,16666.66667,16666.66667,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,1,5.0,2.0,6.0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,Port Scan
527252,39,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,307692.3077,51282.05128,39.0,0.0,39,39,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,20,20,25641.02564,25641.02564,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,1,9.0,6.0,6.0,1,6,1,6,237,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Botnet
2155648,99073683,8,6,341,11595,335,0,42.625,118.1559956,4344,0,1932.5,1754.831473,120.4759896,0.141308969,7621052.538,27400000.0,98900000,1,98900000,14100000.0,37400000.0,98900000,1,147342,29468.4,59320.46122,135192,49,0,252,200,0.080747982,0.060560987,0,4344,795.7333333,1424.752934,2029920.924,0,0,0,0,1,0,0,0,852.5714286,42.625,1932.5,8,341,6,11595,274,235,2,20,954.0,0.0,954,954,98900000.0,0.0,98900000,98900000,(D)DOS
2010570,97482074,6,7,369,11595,369,0,61.5,150.6436192,4344,0,1656.428571,1757.579003,122.7302571,0.133357852,8123506.167,28100000.0,97400000,18,97500000,19500000.0,43600000.0,97400000,225,33174,5529.0,9056.314063,21748,18,0,200,232,0.061549778,0.071808074,0,4344,854.5714286,1458.472895,2127143.187,0,0,0,0,1,0,0,1,920.3076923,61.5,1656.428571,6,369,7,11595,251,235,1,32,454.0,0.0,454,454,97400000.0,0.0,97400000,97400000,(D)DOS
1548784,232,2,1,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,60344.82759,12931.03448,116.0,74.95331881,169,63,232,232.0,0.0,232,232,0,0.0,0.0,0,0,1,64,20,8620.689655,4310.344828,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,0,9.333333333,7.0,0.0,2,14,1,0,229,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Brute Force
2145510,85215218,8,6,308,11595,308,0,38.5,108.8944443,5792,0,1932.5,2181.008184,139.6816235,0.164289904,6555016.769,23600000.0,85100000,1,85100000,12200000.0,32100000.0,85100000,1,153538,30707.6,60974.52394,139249,46,0,264,200,0.093879945,0.070409959,0,5792,793.5333333,1622.184544,2631482.695,0,0,0,0,1,0,0,0,850.2142857,38.5,1932.5,8,308,6,11595,274,235,1,32,996.0,0.0,996,996,85100000.0,0.0,85100000,85100000,(D)DOS
520695,34,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,352941.1765,58823.52941,34.0,0.0,34,34,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,20,20,29411.76471,29411.76471,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,1,9.0,6.0,6.0,1,6,1,6,237,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Botnet
319652,75,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,106666.6667,26666.66667,75.0,0.0,75,75,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,24,20,13333.33333,13333.33333,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,1,5.0,2.0,6.0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,Port Scan
407511,72,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,111111.1111,27777.77778,72.0,0.0,72,72,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,24,20,13888.88889,13888.88889,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,1,5.0,2.0,6.0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,Port Scan
1437899,5593845,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.715071655,1864615.0,3228715.937,5592815,100,5593845,2796922.5,3953989.092,5592815,1030,0,0.0,0.0,0,0,0,104,40,0.536303741,0.178767914,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web-Attack
542732,49,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,244897.9592,40816.32653,49.0,0.0,49,49,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,20,20,20408.16327,20408.16327,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,1,9.0,6.0,6.0,1,6,1,6,237,16393,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Botnet
341431,88,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,90909.09091,22727.27273,88.0,0.0,88,88,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,24,20,11363.63636,11363.63636,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,1,5.0,2.0,6.0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,Port Scan
346663,663,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,6033.182504,221.0,366.4273461,644,1,663,331.5,467.3975824,662,1,0,0.0,0.0,0,0,0,104,40,4524.886878,1508.295626,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Port Scan
409324,97,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,82474.2268,20618.5567,97.0,0.0,97,97,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,24,20,10309.27835,10309.27835,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,1,5.0,2.0,6.0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,Port Scan
1381474,5810846,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.688367924,1936948.667,3354136.61,5809972,127,5810846,2905423.0,4107652.588,5809972,874,0,0.0,0.0,0,0,0,104,40,0.516275943,0.172091981,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web-Attack
1385313,5932530,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.674248592,1977510.0,3424542.449,5931831,109,5932530,2966265.0,4193943.657,5931831,699,0,0.0,0.0,0,0,0,104,40,0.505686444,0.168562148,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web-Attack
586363,997356,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,18.04771817,6.015906056,199471.2,272198.5193,498503,614,996609,498304.5,1266.428245,499200,497409,996742,498371.0,1243.093721,499250,497492,0,92,60,3.007953028,3.007953028,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,1,3.0,0.0,6.0,3,0,3,18,8192,0,0,28,0.0,0.0,0,0,0.0,0.0,0,0,Botnet
339690,12,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,666666.6667,166666.6667,12.0,0.0,12,12,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,24,20,83333.33333,83333.33333,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,1,5.0,2.0,6.0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,Port Scan
546785,44,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,272727.2727,45454.54545,44.0,0.0,44,44,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,20,20,22727.27273,22727.27273,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,1,9.0,6.0,6.0,1,6,1,6,237,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Botnet
539164,131933,4,3,208,134,196,0,52.0,96.04165763,128,0,44.66666667,72.23111056,2592.224841,53.0572336,21988.83333,52779.26258,129722,33,131933,43977.66667,75413.13899,131056,33,130338,65169.0,91291.72809,129722,616,0,92,72,30.3184192,22.7388144,0,196,42.75,75.86407017,5755.357143,0,0,0,1,0,0,0,0,48.85714286,52.0,44.66666667,4,208,3,134,8192,237,3,20,0.0,0.0,0,0,0.0,0.0,0,0,Botnet
322013,48,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,166666.6667,41666.66667,48.0,0.0,48,48,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,24,20,20833.33333,20833.33333,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,1,5.0,2.0,6.0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,Port Scan
349985,43,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,139534.8837,46511.62791,43.0,0.0,43,43,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,40,20,23255.81395,23255.81395,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,1,3.0,0.0,6.0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,Port Scan
1416084,34211722,203,104,43951,72194,602,0,216.5073892,228.6511756,1068,0,694.1730769,362.6624963,3394.889038,8.973532522,111803.0131,297628.3717,2524463,4,34200000,169347.8317,353095.2615,2524463,693,34200000,332151.7087,461354.1705,2525130,4,0,6504,3336,5.933638769,3.039893753,0,1068,377.0941558,360.6954117,130101.18,0,0,0,1,0,0,0,0,378.3224756,216.5073892,694.1730769,203,43951,104,72194,29200,1174,101,32,0.0,0.0,0,0,0.0,0.0,0,0,Web-Attack
1575106,228,2,1,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,61403.50877,13157.89474,114.0,45.254834,146,82,228,228.0,0.0,228,228,0,0.0,0.0,0,0,1,64,20,8771.929825,4385.964912,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,0,9.333333333,7.0,0.0,2,14,1,0,229,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Brute Force
599473,1002340,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,17.95797833,5.985992777,200468.0,273503.9335,500253,580,1001760,500880.0,255.9726548,501061,500699,1001541,500770.5,88.38834765,500833,500708,0,92,60,2.992996388,2.992996388,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,1,3.0,0.0,6.0,3,0,3,18,8192,0,0,28,0.0,0.0,0,0,0.0,0.0,0,0,Botnet
1561373,9427128,9,15,114,188,28,0,12.66666667,10.63014581,34,0,12.53333333,14.54975045,32.03520733,2.545844291,409875.1304,1060491.985,3314325,3,6189892,773736.5,1420823.9,3358686,3,9427050,673360.7143,1308508.179,3314325,3,0,296,488,0.954691609,1.591152682,0,34,12.08,12.94192155,167.4933333,0,0,0,1,0,0,0,1,12.58333333,12.66666667,12.53333333,9,114,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,Brute Force
2017503,1177478,4,6,310,11595,310,0,77.5,155.0,4344,0,1932.5,1754.831473,10110.5923,8.492727677,130830.8889,328134.2142,992965,30,1005976,335325.3333,569559.1707,992965,1010,184477,36895.4,75276.31785,171182,47,0,144,200,3.397091071,5.095636606,0,4344,1082.272727,1581.649398,2501614.818,0,0,0,1,0,0,0,1,1190.5,77.5,1932.5,4,310,6,11595,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,(D)DOS
2010712,9708,3,8,376,11595,376,0,125.3333333,217.0837012,4344,0,1449.375,1546.511368,1233106.716,1133.086115,970.8,2738.750761,8761,2,8974,4487.0,6339.9194,8970,4,9499,1357.0,3276.193472,8784,2,0,104,264,309.0234858,824.0626288,0,4344,997.5833333,1406.048328,1976971.902,0,0,0,1,0,0,0,2,1088.272727,125.3333333,1449.375,3,376,8,11595,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,(D)DOS
1566805,8996052,9,15,99,188,21,0,11.0,8.5732141,34,0,12.53333333,14.54975045,31.90288362,2.667836958,391132.6957,1020870.347,3284671,3,5924184,740523.0,1383543.537,3327629,4,8995955,642568.2143,1260835.038,3284671,3,0,296,488,1.000438859,1.667398099,0,34,11.48,12.42014493,154.26,0,0,0,1,0,0,0,1,11.95833333,11.0,12.53333333,9,99,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,Brute Force
1393055,5903500,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.677564157,1967833.333,3407613.968,5902607,134,5903500,2951750.0,4173141.99,5902607,893,0,0.0,0.0,0,0,0,104,40,0.508173118,0.169391039,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web-Attack
1406470,5010516,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.798320971,1670172.0,2892242.535,5009846,83,5010516,2505258.0,3542022.318,5009846,670,0,0.0,0.0,0,0,0,104,40,0.598740728,0.199580243,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web-Attack
2156733,85423064,5,7,384,11595,372,0,76.8,165.0490836,4344,0,1656.428571,1760.597234,140.2314485,0.140477284,7765733.091,25700000.0,85300000,5,85300000,21300000.0,42600000.0,85300000,5,85400000,14200000.0,34800000.0,85300000,48,0,144,232,0.058532202,0.081945082,0,4344,921.9230769,1497.045672,2241145.744,1,0,0,0,0,0,0,1,998.75,76.8,1656.428571,5,384,7,11595,0,235,2,20,10012.0,0.0,10012,10012,85300000.0,0.0,85300000,85300000,(D)DOS
342025,52,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,153846.1538,38461.53846,52.0,0.0,52,52,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,24,20,19230.76923,19230.76923,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,1,5.0,2.0,6.0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,Port Scan
335744,77,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,103896.1039,25974.02597,77.0,0.0,77,77,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,24,20,12987.01299,12987.01299,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,1,5.0,2.0,6.0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,Port Scan
1558187,9195990,9,15,99,188,21,0,11.0,8.631338251,34,0,12.53333333,14.54975045,31.20925534,2.609833199,399825.6522,1036703.544,3224184,3,6108342,763542.75,1410404.229,3268168,3,9195875,656848.2143,1279461.633,3224184,3,0,296,488,0.97868745,1.631145749,0,34,11.48,12.43355675,154.5933333,0,0,0,1,0,0,0,1,11.95833333,11.0,12.53333333,9,99,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,Brute Force
535494,73453,4,3,210,134,198,0,52.5,97.04122835,128,0,44.66666667,72.23111056,4683.266851,95.29903476,12242.16667,29145.09442,71732,18,73453,24484.33333,41869.60421,72830,18,72302,36151.0,50319.13276,71732,570,0,92,72,54.45659129,40.84244347,0,198,43.0,76.44232186,5843.428571,0,0,0,1,0,0,0,0,49.14285714,52.5,44.66666667,4,210,3,134,8192,237,3,20,0.0,0.0,0,0,0.0,0.0,0,0,Botnet
1433358,5982206,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.668649659,1994068.667,3453222.033,5981506,144,5982206,2991103.0,4229068.48,5981506,700,0,0.0,0.0,0,0,0,104,40,0.501487244,0.167162415,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web-Attack
1385463,5303506,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.754218059,1767835.333,3061351.024,5302779,146,5303506,2651753.0,3749116.923,5302779,727,0,0.0,0.0,0,0,0,104,40,0.565663544,0.188554515,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web-Attack
1540724,254,2,1,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,55118.11024,11811.02362,127.0,152.7350647,235,19,254,254.0,0.0,254,254,0,0.0,0.0,0,0,1,64,20,7874.015748,3937.007874,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,0,9.333333333,7.0,0.0,2,14,1,0,229,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Brute Force
1436987,5455718,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.733175725,1818572.667,3149053.135,5454786,157,5455718,2727859.0,3856457.147,5454786,932,0,0.0,0.0,0,0,0,104,40,0.549881794,0.183293931,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web-Attack
1534000,8125529,9,15,102,188,23,0,11.33333333,8.986100378,34,0,12.53333333,14.54975045,35.689984,2.953653848,353283.8696,918097.7759,2855309,3,5228672,653584.0,1213280.778,2815892,249,8125405,580386.0714,1133366.957,2855309,3,0,296,488,1.107620193,1.846033655,0,34,11.6,12.51332623,156.5833333,0,0,0,1,0,0,0,1,12.08333333,11.33333333,12.53333333,9,102,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,Brute Force
534494,73553,4,3,206,134,194,0,51.5,95.04209594,128,0,44.66666667,72.23111056,4622.517097,95.16946963,12258.83333,28884.06025,71214,79,73553,24517.66667,41727.7098,72699,79,71898,35949.0,49872.24128,71214,684,0,92,72,54.38255408,40.78691556,0,194,42.5,75.2880184,5668.285714,0,0,0,1,0,0,0,0,48.57142857,51.5,44.66666667,4,206,3,134,8192,237,3,20,0.0,0.0,0,0,0.0,0.0,0,0,Botnet
560338,1003811,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,17.93166243,5.977220811,200762.2,274164.4472,501636,476,1003326,501663.0,634.9818895,502112,501214,1003149,501574.5,772.8677118,502121,501028,0,92,60,2.988610406,2.988610406,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,1,3.0,0.0,6.0,3,0,3,18,8192,0,0,28,0.0,0.0,0,0,0.0,0.0,0,0,Botnet
393238,60,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,100000.0,33333.33333,60.0,0.0,60,60,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,40,20,16666.66667,16666.66667,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,1,3.0,0.0,6.0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,Port Scan
1434530,5039763,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.793688116,1679921.0,2908974.148,5038915,147,5039763,2519881.5,3562451.34,5038915,848,0,0.0,0.0,0,0,0,104,40,0.595266087,0.198422029,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web-Attack
551773,51,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,235294.1176,39215.68627,51.0,0.0,51,51,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,20,20,19607.84314,19607.84314,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,1,9.0,6.0,6.0,1,6,1,6,237,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Botnet
1568111,273,2,1,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,51282.05128,10989.01099,136.5,57.27564928,177,96,273,273.0,0.0,273,273,0,0.0,0.0,0,0,1,64,20,7326.007326,3663.003663,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,0,9.333333333,7.0,0.0,2,14,1,0,229,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Brute Force
