,Flow Duration,Total Fwd Packets,Total Backward Packets,Fwd Packets Length Total,Bwd Packets Length Total,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,ECE Flag Count,Down/Up Ratio,Avg Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init Fwd Win Bytes,Init Bwd Win Bytes,Fwd Act Data Packets,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
2305085,154,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,12987.01299,154.0,0.0,154,154,154,154.0,0.0,154,154,0,0.0,0.0,0,0,0,64,0,12987.01299,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,2,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
1215285,175225,2,2,84,220,42,42,42.0,0.0,110,110,110.0,0.0,1734.912256,22.82779284,58408.33333,101162.7368,175221,1,1,1.0,0.0,1,1,3,3.0,0.0,3,3,0,64,64,11.41389642,11.41389642,42,110,69.2,37.24513391,1387.2,0,0,0,0,0,0,0,1,86.5,42.0,110.0,2,84,2,220,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
1485322,5490781,9,8,379,5785,192,0,42.11111111,68.84846484,1460,0,723.125,702.9150401,1122.608969,3.096098715,343173.8125,1312649.888,5264099,1,5490781,686347.625,1850163.234,5264099,49,195489,27927.0,59134.05478,159491,49,0,192,172,1.639111085,1.456987631,0,1460,342.4444444,573.1727203,328526.9673,0,0,0,1,0,0,0,0,362.5882353,42.11111111,723.125,9,379,8,5785,8192,119,8,20,226633.0,0.0,226633,226633,5264099.0,0.0,5264099,5264099,BENIGN
447373,67030451,2,2,96,96,48,48,48.0,0.0,48,48,48.0,0.0,2.864369807,0.059674371,22300000.0,38600000.0,67000000,30214,67000000,67000000.0,0.0,67000000,67000000,67000000,67000000.0,0.0,67000000,67000000,0,40,40,0.029837185,0.029837185,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,1,60.0,48.0,48.0,2,96,2,96,-1,-1,1,20,30443.0,0.0,30443,30443,67000000.0,0.0,67000000,67000000,BENIGN
2248844,1499,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,8005.336891,1334.222815,1499.0,0.0,1499,1499,1499,1499.0,0.0,1499,1499,0,0.0,0.0,0,0,0,40,0,1334.222815,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,9.0,6.0,0.0,2,12,0,0,32,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
588036,211,2,2,60,264,30,30,30.0,0.0,132,132,132.0,0.0,1535545.024,18957.34597,70.33333333,83.4825331,163,1,1,1.0,0.0,1,1,47,47.0,0.0,47,47,0,40,40,9478.672986,9478.672986,30,132,70.8,55.86770087,3121.2,0,0,0,0,0,0,0,1,88.5,30.0,132.0,2,60,2,264,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
2177937,115519079,54,81,992,103930,331,0,18.37037037,53.91093154,2920,0,1283.08642,674.4733352,908.2655515,1.168638126,862082.6791,2775586.743,10000000,0,116000000,2179605.264,4110679.91,10000000,4,110000000,1379632.875,3471935.303,10000000,47,0,1092,1764,0.46745525,0.701182876,0,2920,771.4852941,811.8145928,659042.9331,0,0,0,1,0,0,0,1,777.2,18.37037037,1283.08642,54,992,81,103930,8192,123,53,20,41752.58333,41251.95965,172743,29532,9584837.0,1406500.755,10000000,5118612,BENIGN
1976522,484,1,1,46,132,46,46,46.0,0.0,132,132,132.0,0.0,367768.595,4132.231405,484.0,0.0,484,484,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,20,20,2066.115702,2066.115702,46,132,74.66666667,49.65212315,2465.333333,0,0,0,0,0,0,0,1,112.0,46.0,132.0,1,46,1,132,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
1591734,42567855,8,8,428,1962,424,0,53.5,149.705425,1962,0,245.25,693.6717523,56.14565263,0.375870478,2837857.0,4523458.946,10100000,41,40300000,5757825.143,5361251.031,10100000,4281,42500000,6075868.571,5030117.313,10100000,1187,0,172,220,0.187935239,0.187935239,0,1962,140.5882353,480.4436828,230826.1324,0,0,0,1,0,0,0,1,149.375,53.5,245.25,8,428,8,1962,8192,946,5,20,47509.25,21251.90864,79387,36804,10000000.0,32698.23994,10100000,10000000,BENIGN
1665704,986,3,0,356,0,325,0,118.6666667,179.3609025,0,0,0.0,0.0,361054.7667,3042.596349,493.0,695.7930727,985,1,986,493.0,695.7930727,985,1,0,0.0,0.0,0,0,0,96,0,3042.596349,0.0,0,325,89.0,158.0105482,24967.33333,0,0,0,0,1,0,0,0,118.6666667,118.6666667,0.0,3,356,0,0,68,-1,2,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
1316909,11051955,14,13,2580,8571,1989,0,184.2857143,528.6927898,1451,0,659.3076923,718.0186145,1008.961763,2.44300669,425075.1923,1957393.93,10000000,1,10400000,797955.0769,2765615.78,10000000,1,11000000,918696.0833,2875093.56,10000000,18,0,300,268,1.26674421,1.17626248,0,1989,398.25,652.794995,426141.3056,0,0,0,1,0,0,0,0,413.0,184.2857143,659.3076923,14,2580,13,8571,29200,16060,13,20,371958.0,0.0,371958,371958,10000000.0,0.0,10000000,10000000,BENIGN
905920,30731,2,2,68,100,34,34,34.0,0.0,50,50,50.0,0.0,5466.7924896684,130.1617259445,10243.6666666667,17736.4889516875,30724,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,40,40,65.0808629722,65.0808629722,34,50,40.4,8.7635609201,76.8,0,0,0,0,0,0,0,1,50.5,34.0,50.0,2,68,2,100,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
1810410,335,2,2,90,196,45,45,45.0,0.0,98,98,98.0,0.0,853731.3433,11940.29851,111.6666667,183.0883211,323,1,11,11.0,0.0,11,11,1,1.0,0.0,1,1,0,64,64,5970.149254,5970.149254,45,98,66.2,29.02929555,842.7,0,0,0,0,0,0,0,1,82.75,45.0,98.0,2,90,2,196,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
1143620,3743280,5,1,129,41,45,6,25.8,18.78030884,41,41,41.0,0.0,45.41471651,1.602872347,748656.0,1665380.176,3727756,3,3743280,935820.0,1861303.998,3727756,3,0,0.0,0.0,0,0,1,100,20,1.335726956,0.267145391,6,45,30.14285714,17.03358028,290.1428571,0,1,0,0,1,0,0,0,35.16666667,25.8,41.0,5,129,1,41,3264,59,4,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
1444630,106,1,1,188,6,188,188,188.0,0.0,6,6,6.0,0.0,1830188.679,18867.92453,106.0,0.0,106,106,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,20,20,9433.962264,9433.962264,6,188,127.3333333,105.077749,11041.33333,0,0,0,0,1,1,0,1,191.0,188.0,6.0,1,188,1,6,29,0,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
791801,114942666,55,49,222,26917,37,0,4.0363636364,11.6411842919,693,37,549.3265306122,176.1965507318,236.1090180386,0.9047989195,1115948.21359223,1900009.21863737,10514290,46,114942666,2128567.88888889,2179957.85418336,10514405,68633,114703973,2389666.10416667,2194294.36311196,10514407,68655,1,1760,1568,0.4784994286,0.4262994909,0,693,258.819047619,298.2691989098,88964.515018315,0,1,0,0,1,0,0,0,261.3076923077,4.0363636364,549.3265306122,55,222,49,26917,33304,114,5,32,13490869.0,8492854.61491556,22057989,625,7521994.4,1945509.20074727,10514290,6050477,BENIGN
42594,81,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,24691.35802,81.0,0.0,81,81,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,32,32,12345.67901,12345.67901,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,1,0.0,0.0,0.0,1,0,1,0,118,305,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
1549829,117605879,25,29,1120,23359,517,0,44.8,143.0235995,2896,0,805.4827586,1061.238785,208.1443565,0.459160719,2218978.849,4126123.553,10000000,11,118000000,4899288.292,5003129.423,10000000,241,118000000,4199391.429,4936189.373,10000000,84,0,808,936,0.212574407,0.246586312,0,2896,445.0727273,860.6180779,740663.4761,0,0,0,1,0,0,0,1,453.3148148,44.8,805.4827586,25,1120,29,23359,29200,972,3,32,77745.75,180319.4959,649689,22865,9720830.833,1046001.113,10000000,6399405,BENIGN
1760146,438700,7,6,510,3332,510,0,72.85714286,192.7618812,1448,0,555.3333333,711.7771187,8757.693184,29.63300661,36558.33333,73690.23881,228057,3,438700,73116.66667,93632.97235,228057,3,260871,52174.2,115950.2351,259592,48,0,236,200,15.95623433,13.67677228,0,1448,274.4285714,525.4484845,276096.1099,0,0,0,1,0,0,0,0,295.5384615,72.85714286,555.3333333,7,510,6,3332,65535,122,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
1276483,98,2,2,4,12,2,2,2.0,0.0,6,6,6.0,0.0,163265.3061,40816.32653,32.66666667,28.29016319,49,0,49,49.0,0.0,49,49,0,0.0,0.0,0,0,0,48,40,20408.16327,20408.16327,2,6,3.6,2.19089023,4.8,0,0,0,1,0,0,0,1,4.5,2.0,6.0,2,4,2,12,1024,0,1,24,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
425182,195,2,2,70,126,35,35,35.0,0.0,63,63,63.0,0.0,1005128.205,20512.82051,65.0,73.32121112,145,1,1,1.0,0.0,1,1,49,49.0,0.0,49,49,0,64,64,10256.41026,10256.41026,35,63,46.2,15.33623161,235.2,0,0,0,0,0,0,0,1,57.75,35.0,63.0,2,70,2,126,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
528539,48167,1,1,51,112,51,51,51.0,0.0,112,112,112.0,0.0,3384.059626,41.522204,48167.0,0.0,48167,48167,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,32,40,20.761102,20.761102,51,112,71.33333333,35.21836642,1240.333333,0,0,0,0,0,0,0,1,107.0,51.0,112.0,1,51,1,112,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
1805427,86,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,23255.81395,86.0,0.0,86,86,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,20,20,11627.90698,11627.90698,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,1,0.0,0.0,0.0,1,0,1,0,114,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
251990,6,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,2000000.0,333333.3333,6.0,0.0,6,6,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,20,20,166666.6667,166666.6667,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,1,9.0,6.0,6.0,1,6,1,6,256,138,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
896213,32226,4,2,148,522,37,37,37.0,0.0,261,261,261.0,0.0,20790.6659219264,186.1850679576,6445.2,13446.9206028741,30464,1,30513,10171.0,17574.2692308955,30464,1,3,3.0,0.0,3,3,0,80,40,124.1233786384,62.0616893192,37,261,101.0,109.3008081702,11946.6666666667,0,0,0,0,0,0,0,0,117.8333333333,37.0,261.0,4,148,2,522,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
509027,63984411,7,2,187,92,46,6,26.71428571,20.0890873,46,46,46.0,0.0,4.360437107,0.140659262,7998051.375,20500000.0,58400000,4,64000000,10700000.0,23500000.0,58400000,4,58500000,58500000.0,0.0,58500000,58500000,1,140,40,0.109401648,0.031257614,6,46,32.5,18.86354509,355.8333333,0,1,0,0,1,0,0,0,36.11111111,26.71428571,46.0,7,187,2,92,258,368,6,20,86673.0,673.1656557,87149,86197,31900000.0,37500000.0,58400000,5368633,BENIGN
1665818,312,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,6410.25641,312.0,0.0,312,312,312,312.0,0.0,312,312,0,0.0,0.0,0,0,0,40,0,6410.25641,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,2,0,0,0,1332,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
2299610,47636,3,4,438,860,438,0,146.0,252.8794179,860,0,215.0,430.0,27248.29961,146.9476866,7939.333333,11931.99761,23344,1,23779,11889.5,16460.73876,23529,250,24292,8097.333333,13579.6992,23775,1,0,104,136,62.97757998,83.97010664,0,860,162.25,320.9012977,102977.6429,0,0,0,1,0,0,0,1,185.4285714,146.0,215.0,3,438,4,860,29200,31,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
2407538,47211,4,2,136,428,34,34,34.0,0.0,214,214,214.0,0.0,11946.36843,127.0890259,9442.2,13837.83947,30594,4,30602,10200.66667,17661.14473,30594,4,4,4.0,0.0,4,4,0,80,40,84.72601724,42.36300862,34,214,85.42857143,87.83100657,7714.285714,0,0,0,0,0,0,0,0,99.66666667,34.0,214.0,4,136,2,428,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
866689,5579201,5,1,135,46,46,6,27.0,20.1246117975,46,46,46.0,0.0,32.4419213432,1.075422807,1115840.2,2442450.35042612,5484812,4,5579201,1394800.25,2727027.99998684,5484812,4,0,0.0,0.0,0,0,1,100,20,0.8961856725,0.1792371345,6,46,32.4285714286,18.8667003197,355.9523809524,0,1,0,0,1,0,0,0,37.8333333333,27.0,46.0,5,135,1,46,258,360,4,20,93556.0,0.0,93556,93556,5484812.0,0.0,5484812,5484812,BENIGN
1226009,48,2,0,4,0,2,2,2.0,0.0,0,0,0.0,0.0,83333.33333,41666.66667,48.0,0.0,48,48,48,48.0,0.0,48,48,0,0.0,0.0,0,0,0,48,0,41666.66667,0.0,2,2,2.0,0.0,0.0,0,0,0,1,0,0,0,0,3.0,2.0,0.0,2,4,0,0,1024,-1,1,24,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
94946,82228569,7,9,11607,62,4380,0,1658.142857,1762.272815,20,0,6.888888889,5.30199124,141.9093162,0.194579575,5481904.6,19800000.0,76800000,0,82200000,13700000.0,33600000.0,82200000,35,82200000,10300000.0,27000000.0,76800000,0,0,152,192,0.085128564,0.109451011,0,4380,686.7647059,1366.16267,1866400.441,0,0,0,0,1,1,0,1,729.6875,1658.142857,6.888888889,7,11607,9,62,229,256,5,20,29734.0,0.0,29734,29734,41100000.0,50500000.0,76800000,5350835,BENIGN
244177,89836,4,5,2717,153,2717,0,679.25,1358.5,153,0,30.6,68.42368011,31947.10361,100.1825549,11229.5,17206.17666,38407,3,89681,29893.66667,26247.08251,51069,528,51798,12949.5,18327.48278,38981,3,0,136,168,44.52557995,55.65697493,0,2717,287.0,855.1678198,731312.0,0,0,0,1,0,0,0,1,318.8888889,679.25,30.6,4,2717,5,153,29200,40,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
2475784,49457,2,2,64,196,32,32,32.0,0.0,98,98,98.0,0.0,5257.092019,80.87833876,16485.66667,28549.68218,49452,1,1,1.0,0.0,1,1,4,4.0,0.0,4,4,0,56,40,40.43916938,40.43916938,32,98,58.4,36.1496888,1306.8,0,0,0,0,0,0,0,1,73.0,32.0,98.0,2,64,2,196,-1,-1,1,28,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
825133,62698,2,2,86,194,43,43,43.0,0.0,97,97,97.0,0.0,4465.8521802928,63.7978882899,20899.3333333333,36192.6450032784,62691,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,40,64,31.8989441449,31.8989441449,43,97,64.6,29.5770181053,874.8,0,0,0,0,0,0,0,1,80.75,43.0,97.0,2,86,2,194,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
95390,5822122,1,6,6,36,6,6,6.0,0.0,6,6,6.0,0.0,7.213864636,1.202310773,970353.6667,2359372.688,5786353,4,0,0.0,0.0,0,0,5793811,1158762.2,2586902.788,5786353,4,0,20,120,0.171758682,1.030552091,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,6,6.857142857,6.0,6.0,1,6,6,36,229,0,0,20,35769.0,0.0,35769,35769,5786353.0,0.0,5786353,5786353,BENIGN
1746210,46046,1,1,48,48,48,48,48.0,0.0,48,48,48.0,0.0,2084.87165,43.43482604,46046.0,0.0,46046,46046,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,20,20,21.71741302,21.71741302,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,1,72.0,48.0,48.0,1,48,1,48,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
1001180,30663,2,2,66,234,33,33,33.0,0.0,117,117,117.0,0.0,9783.7784952549,130.4503799367,10221.0,17659.1383425126,30612,3,48,48.0,0.0,48,48,3,3.0,0.0,3,3,0,40,40,65.2251899684,65.2251899684,33,117,66.6,46.0086948304,2116.8,0,0,0,0,0,0,0,1,83.25,33.0,117.0,2,66,2,234,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
220424,5301113,3,1,12,0,6,0,4.0,3.464101615,0,0,0.0,0.0,2.263675572,0.754558524,1767037.667,3039665.076,5276913,53,5301113,2650556.5,3714228.982,5276913,24200,0,0.0,0.0,0,0,0,72,32,0.565918893,0.188639631,0,6,2.4,3.286335345,10.8,0,0,0,1,0,0,0,0,3.0,4.0,0.0,3,12,1,0,8192,29200,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
849925,30517,1,1,58,74,58,58,58.0,0.0,74,74,74.0,0.0,4325.4579414753,65.5372415375,30517.0,0.0,30517,30517,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,32,20,32.7686207688,32.7686207688,58,74,63.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,1,95.0,58.0,74.0,1,58,1,74,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
1731089,5842849,10,7,352,4998,195,0,35.2,68.69546322,1448,0,714.0,653.0696747,915.6491978,2.909539507,365178.0625,1372375.687,5508781,11,5842849,649205.4444,1823174.348,5508781,33,310648,51774.66667,82310.00439,186134,49,0,328,232,1.711493828,1.198045679,0,1448,297.2222222,519.7451361,270135.0065,0,0,0,1,0,0,0,0,314.7058824,35.2,714.0,10,352,7,4998,29200,939,3,32,334035.0,0.0,334035,334035,5508781.0,0.0,5508781,5508781,BENIGN
78630,8999963,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.333334704,4499981.5,2121724.102,6000267,2999696,8999963,4499981.5,2121724.102,6000267,2999696,0,0.0,0.0,0,0,0,92,0,0.333334704,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,3,0,0,0,8192,-1,0,28,2999696.0,0.0,2999696,2999696,6000267.0,0.0,6000267,6000267,BENIGN
443633,4698641,5,1,135,46,46,6,27.0,20.1246118,46,46,46.0,0.0,38.52177683,1.276964978,939728.2,1961821.206,4446272,4,4698641,1174660.25,2184180.787,4446272,4,0,0.0,0.0,0,0,1,100,20,1.064137481,0.212827496,6,46,32.42857143,18.86670032,355.952381,0,1,0,0,1,0,0,0,37.83333333,27.0,46.0,5,135,1,46,254,369,4,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
719124,162,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,74074.0740740741,12345.6790123457,162.0,0.0,162,162,162,162.0,0.0,162,162,0,0.0,0.0,0,0,0,40,0,12345.6790123457,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,9.0,6.0,0.0,2,12,0,0,251,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
2216563,161486,13,8,951,3886,500,0,73.15384615,148.9590806,1448,0,485.75,627.2294522,29953.06095,130.0422328,8074.3,14402.17593,41223,1,161486,13457.16667,17366.75985,41258,1,127211,18173.0,22029.38041,48673,48,0,428,264,80.50233457,49.5398982,0,1448,219.8636364,431.7129001,186376.0281,0,0,0,1,0,0,0,0,230.3333333,73.15384615,485.75,13,951,8,3886,65535,16384,6,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
982768,14555,2,2,76,172,38,38,38.0,0.0,86,86,86.0,0.0,17038.8182755067,274.8196496049,4851.6666666667,8360.0608450736,14505,3,3,3.0,0.0,3,3,47,47.0,0.0,47,47,0,80,64,137.4098248025,137.4098248025,38,86,57.2,26.2906827602,691.2,0,0,0,0,0,0,0,1,71.5,38.0,86.0,2,76,2,172,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
2267556,118357251,14,10,1563,750,702,0,111.6428571,218.4633774,438,0,75.0,136.5845282,19.54252892,0.202775916,5145967.435,17000000.0,58900000,51,118000000,9104403.923,22100000.0,59000000,260,118000000,13100000.0,26000000.0,59000000,228,0,456,328,0.118285951,0.084489965,0,702,92.52,183.1538788,33545.34333,0,0,0,1,0,0,0,0,96.375,111.6428571,75.0,14,1563,10,750,29200,64,7,32,243160.0,322088.553,470911,15409,58900000.0,17891.21578,58900000,58900000,BENIGN
878663,61165725,17,14,3538,3547,1859,0,208.1176470588,539.1301886318,2212,0,253.3571428571,607.1520665106,115.832845928,0.5068197916,2038857.5,4061373.59543502,10029603,19,61165725,3822857.8125,4995324.41467767,10079935,19,61114979,4701152.23076923,5179148.55653091,10080108,2243,0,552,456,0.2779334341,0.2288863575,0,2212,221.40625,553.8467739293,306746.248991936,0,0,0,1,0,0,0,0,228.5483870968,208.1176470588,253.3571428571,17,3538,14,3547,29200,135,4,32,153649.5,252755.276060263,669584,50313,10024073.0,13160.9859964973,10029603,9997209,BENIGN
2182729,3,2,0,37,0,31,6,18.5,17.67766953,0,0,0.0,0.0,12300000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,40,0,666666.6667,0.0,6,31,22.66666667,14.43375673,208.3333333,0,1,0,0,1,0,0,0,34.0,18.5,0.0,2,37,0,0,75,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
233357,24266,2,2,80,296,40,40,40.0,0.0,148,148,148.0,0.0,15494.93118,164.8396934,8088.666667,14006.51757,24262,1,1,1.0,0.0,1,1,3,3.0,0.0,3,3,0,64,80,82.4198467,82.4198467,40,148,83.2,59.15403621,3499.2,0,0,0,0,0,0,0,1,104.0,40.0,148.0,2,80,2,296,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
2401692,192,2,1,37,6,31,6,18.5,17.67766953,6,6,6.0,0.0,223958.3333,15625.0,96.0,14.14213562,106,86,192,192.0,0.0,192,192,0,0.0,0.0,0,0,1,40,20,10416.66667,5208.333333,6,31,18.5,14.43375673,208.3333333,0,1,0,0,1,0,0,0,24.66666667,18.5,6.0,2,37,1,6,31,0,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
497345,7818,3,0,18,0,6,6,6.0,0.0,0,0,0.0,0.0,2302.379125,383.7298542,3909.0,5523.918175,7815,3,7818,3909.0,5523.918175,7815,3,0,0.0,0.0,0,0,0,60,0,383.7298542,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,8.0,6.0,0.0,3,18,0,0,558,-1,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
172918,1328325,9,7,327,5168,201,0,36.33333333,74.49496627,1448,0,738.2857143,653.8872773,4136.788813,12.04524495,88555.0,274687.9365,1077191,9,1328325,166040.625,370051.2734,1077191,247,148874,24812.33333,38609.28032,85313,47,0,296,232,6.775450285,5.269794666,0,1448,323.2352941,539.732055,291310.6912,0,0,0,1,0,0,0,0,343.4375,36.33333333,738.2857143,9,327,7,5168,29200,939,2,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
1947205,500761,6,7,468,635,282,0,78.0,122.8462454,458,0,90.71428571,174.8758743,2202.64757,25.96048814,41730.08333,51754.06605,119489,4,404967,80993.4,88268.0848,214337,316,405746,67624.33333,53042.47262,119489,4,0,200,232,11.98176376,13.97872438,0,458,78.78571429,143.0847939,20473.25824,0,0,0,1,0,0,0,1,84.84615385,78.0,90.71428571,6,468,7,635,29200,245,3,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
1480790,348260,10,8,559,5308,192,0,55.9,78.19697351,2920,0,663.5,1016.17237,16846.60886,51.68552231,20485.88235,40282.69272,167855,3,348260,38695.55556,71207.12273,226352,3,299612,42801.71429,63202.8493,167855,233,0,212,172,28.71417906,22.97134325,0,2920,308.7894737,708.0770186,501373.0643,0,0,0,1,0,0,0,0,325.9444444,55.9,663.5,10,559,8,5308,8192,980,9,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
1571034,5795487,9,8,388,5088,231,0,43.11111111,81.75488433,1336,0,636.0,674.0243743,944.8731401,2.933316907,362217.9375,1355462.975,5443675,1,5795487,724435.875,1907640.889,5443675,48,261437,37348.14286,40799.09112,105781,1,0,192,168,1.55293248,1.380384427,0,1336,304.2222222,532.4972859,283553.3595,0,0,0,1,0,0,0,0,322.1176471,43.11111111,636.0,9,388,8,5088,8192,20328,3,20,351764.0,0.0,351764,351764,5443675.0,0.0,5443675,5443675,BENIGN
2208500,223795,12,8,1860,2388,1368,0,155.0,389.847989,1413,0,298.5,534.9718284,18981.65732,89.36750151,11778.68421,18547.76718,42003,3,223795,20345.0,29629.17713,82893,3,180357,25765.28571,20662.59071,42438,4,0,396,264,53.6205009,35.7470006,0,1413,202.2857143,436.8620083,190848.4143,0,0,0,1,0,0,0,0,212.4,155.0,298.5,12,1860,8,2388,65535,383,6,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
540836,80,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,150000.0,25000.0,80.0,0.0,80,80,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,20,20,12500.0,12500.0,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,1,9.0,6.0,6.0,1,6,1,6,22,253,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
1774106,61005,2,2,58,170,29,29,29.0,0.0,85,85,85.0,0.0,3737.398574,65.56839603,20335.0,35216.05702,60999,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,40,40,32.78419802,32.78419802,29,85,51.4,30.67246322,940.8,0,0,0,0,0,0,0,1,64.25,29.0,85.0,2,58,2,170,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
